code;label-en_US;attribute;sort_order
select_year_ventura_furniture_was_originally_purchased;"Select Year Ventura Furniture Was Originally Purchased";display_name;0
select_glass_top;"Select Glass Top";display_name;0
select_optional_table_glass;"Select Optional Table Glass";display_name;0
select_weather_cover;"Select Weather Cover";display_name;0
select_sling_fabric;"Select Sling Fabric";display_name;0
add_optional_cover;"Add Optional Cover";display_name;0
select_cushions;"Select Cushions";display_name;0
select_table_top_finish;"Select Table Top Finish";display_name;0
select_size_l_x_w_x_h;"Select Size L x W x H";display_name;0
select_size_w_x_d_x_h;"Select Size W x D x H";display_name;0
select_width;"Select Width";display_name;0
select_gas;"Select Gas";display_name;0
select_grill_model;"Select Grill Model";display_name;0
select_dust_cover;"Select Dust Cover";display_name;0
select_aluminum_legs_finish;"Select Aluminum Legs Finish";display_name;0
select_when_cantilever_was_purchased;"Select When Cantilever Was Purchased";display_name;0
select_hinge_type;"Select Hinge Type";display_name;0
select_tv_size;"Select TV Size";display_name;0
select_television_model;"Select Television Model";display_name;0
select_frame_fabric;"Select Frame Fabric";display_name;0
select_sling_and_frame;"Select Sling and Frame";display_name;0
select_grill_finish;"Select Grill Finish";display_name;0
select_wicker_color;"Select Wicker Color";display_name;0
select_optional_armrests;"Select Optional Armrests";display_name;0
select_oven_cover;"Select Oven Cover";display_name;0
select_alfa_tools;"Select ALFA Tools";display_name;0
B;"Base Product";sku_type;0
O;"Product Option";sku_type;1
P;Price;sku_type;2
